0,0
2.04741,0.946635
4.16855,1.81026
6.33184,2.62644
8.50566,3.43077
10.6584,4.25882
12.7585,5.14616
14.7743,6.12837
16.6742,7.24103
18.4266,8.51971
20,10
22.1447,12.9114
23.8088,16.3638
25.0774,20.2615
26.035,24.5092
26.7665,29.0115
27.3566,33.6728
27.8903,38.3978
28.4522,43.0909
29.1272,47.6568
30,52
